062735|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3040.wav|spectrograms/062735.npy|linear_spectrograms/062735.npy|Poco a poco fui perdiéndole el miedo: me causaba cierto respeto; pero amarle. ¡eso imposible!|poko a poko fwi peɾðjendole el mjeðo: me kaʊsaβa θjeɾto ɾɾespeto; peɾo amaɾle... ¡eso imposiβle!...
063639|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3944.wav|spectrograms/063639.npy|linear_spectrograms/063639.npy|Quien los trajo, es cosa que ignoro.|kjen los tɾaxo, es kosa ke iɡnoɾo.
059247|spanish|spanish|spanish/bailen/bailen_2792.wav|spectrograms/059247.npy|linear_spectrograms/059247.npy|Era ya de noche cuando salimos, y el pueblo todo tomó parte en aquella espontánea fiesta de nuestra despedida:|eɾa ʝa de notʃe kwando salimos, i el pweβlo toðo tomo paɾte en akeʎa espontanea fjesta de nwestɾa despeðiða:
054745|spanish|spanish|spanish/19demarzo/19demarzo_1563.wav|spectrograms/054745.npy|linear_spectrograms/054745.npy|Pujitos distrajo mi atención, hablándome de quepensaba organizar una compañía de buenos españoles|puxitos distɾaxo mi atenθjon, aβlandome de kepensaβa oɾɣaniθaɾ una kompaɲia de bwenos espaɲoles
057875|spanish|spanish|spanish/bailen/bailen_1420.wav|spectrograms/057875.npy|linear_spectrograms/057875.npy|Santorcaz se llegó a mí, y mostrándome algún interés, me dijo: ¡Pobrecito! ¡con que te fusilaron!|santoɾkaθ se ʎeɣo a mi, i mostɾandome alɣun inteɾes, me dixo: -¡poβɾeθito!, ¡kon ke te fusilaɾon!
057419|spanish|spanish|spanish/bailen/bailen_0964.wav|spectrograms/057419.npy|linear_spectrograms/057419.npy|ese hombre casi divino, a quien ahora puedo nombrar a boca llena, porque no nos oyen más que el cielo y la tierra.|ese ombɾe kasi diβino, a kjen aoɾa pweðo nombɾaɾ a boka ʎena, poɾke no nos ojjen mas ke el θjelo i la tjeɾɾa.
053849|spanish|spanish|spanish/19demarzo/19demarzo_0667.wav|spectrograms/053849.npy|linear_spectrograms/053849.npy|Si fuera a hacer caso de esta, compraría tierras y más tierras. A esta no le gustan sino las tierras.|si fweɾa a aθeɾ kaso de esta, kompɾaɾia tjeɾɾas i mas tjeɾɾas. a esta no le ɡustan sino las tjeɾɾas.
059847|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0152.wav|spectrograms/059847.npy|linear_spectrograms/059847.npy|que los que nacen en un país de esclavitud no tienen patria sino en el sentido en que la tienen los rebaños destinados para nuestro consumo.|ke los ke naθen en un pais de esklaβitud no tjenen patɾia sino en el sentiðo en ke la tjenen los ɾɾeβaɲos destinaðos paɾa nwestɾo konsumo.
054545|spanish|spanish|spanish/19demarzo/19demarzo_1363.wav|spectrograms/054545.npy|linear_spectrograms/054545.npy|me ocupaba en reunir el polvo y la tierra, y guardando aquellos ingredientes en un gran cucurucho.|me okupaβa en ɾɾeʊniɾ el polβo i la tjeɾɾa, i ɡwaɾðando akeʎos iŋɡɾeðjɛntes en un ɡɾan kukuɾutʃo.
057401|spanish|spanish|spanish/bailen/bailen_0946.wav|spectrograms/057401.npy|linear_spectrograms/057401.npy|a la derecha el suelo se extendía completamente llano, y en su inmensa costra|a la deɾetʃa el swelo se ekstendia kompletamente ʎano, i en su inmɛnsa kostɾa
059209|spanish|spanish|spanish/bailen/bailen_2754.wav|spectrograms/059209.npy|linear_spectrograms/059209.npy|Nuestras pesquisas por todo el campamento no dieron resultado alguno. Las dos hermanitas no podían tenerse en pie, ni cesaban de rezar en castellano y en latín,|nwestɾas peskisas poɾ toðo el kampamɛnto no djeɾon ɾɾesultaðo alɣuno. las dos eɾmanitas no poðian teneɾse en pje, ni θesaβan de ɾɾeθaɾ en kasteʎano i en latin,
061247|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1552.wav|spectrograms/061247.npy|linear_spectrograms/061247.npy|Me quería comer con los ojos. Eso se queda para después. Si sois espía, no contéis conmigo para nada, señor marqués -dijo con cierta confusión-.|me keɾia komeɾ kon los oxos. -eso se keða paɾa despwes. -si soɪs espia, no konteis konmiɣo paɾa naða, seɲoɾ maɾkes -dixo kon θjeɾta komfusjon.
059451|spanish|spanish|spanish/bailen/bailen_2996.wav|spectrograms/059451.npy|linear_spectrograms/059451.npy|Pero no doy un paso más. me retiro a casa. tú te encargarás de llevar las flores, la carta y el recado. ¿No oíste un tiro?|peɾo no doɪ un paso mas... me ɾɾetiɾo a kasa... tu te enkaɾɣaɾas de ʎeβaɾ las floɾes, la kaɾta i el ɾɾekaðo... ¿no oiste un tiɾo?
054286|spanish|spanish|spanish/19demarzo/19demarzo_1104.wav|spectrograms/054286.npy|linear_spectrograms/054286.npy|y estas son aquellas y aquellas estas. En aquel laberinto, en aquella aberración, mi pensamiento formulaba sin cesar un silogismoazul,|i estas son akeʎas i akeʎas estas. en akel laβeɾinto, en akeʎa aβeɾɾaθjon, mi pensamjɛnto foɾmulaβa sin θesaɾ un siloxismoaθul,
057302|spanish|spanish|spanish/bailen/bailen_0847.wav|spectrograms/057302.npy|linear_spectrograms/057302.npy|De vez en cuando un estruendo espantoso indicaba que alguno de los endebles edificios de adobes había venido al suelo,|de beθ en kwando un estɾuɛndo espantoso indikaβa ke alɣuno de los endeβles eðifiθjos de aðoβes aβia beniðo al swelo,
063172|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3477.wav|spectrograms/063172.npy|linear_spectrograms/063172.npy|Por el contrario, Pack dispuso sus fuerzas a la defensiva;|poɾ el kontɾaɾjo, pak dispuso sus fweɾθas a la defensiβa;
056952|spanish|spanish|spanish/bailen/bailen_0497.wav|spectrograms/056952.npy|linear_spectrograms/056952.npy|Uniósenos Don Paco, y el general español escribió un oficio a Dupont, rogándole que nos permitiera hacer indagaciones en el campamento francés,|unjosenos don pako, i el xeneɾal espaɲol eskɾiβjo un ofiθjo a dupont, ɾɾoɣandole ke nos peɾmitjeɾa aθeɾ indaɣaθjones en el kampamɛnto fɾanθes,
062326|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2631.wav|spectrograms/062326.npy|linear_spectrograms/062326.npy|Trayendo a mi memoria a un mismo tiempo y en tropel confuso las sofocaciones del día anterior,|tɾajjɛndo a mi memoɾja a un mismo tjempo i en tɾopel komfuso las sofokaθjones del dia anteɾjoɾ,
053350|spanish|spanish|spanish/19demarzo/19demarzo_0168.wav|spectrograms/053350.npy|linear_spectrograms/053350.npy|para que el puebro contento diga, el Kirie eleyson cantando, ¡Viva el príncipe Fernando! Fuertes gritos y patadas.|paɾa ke el pweβɾo kontɛnto diɣa, el kiɾje eleɪson kantando, ¡biβa el pɾinθipe feɾnando! . fweɾtes ɡɾitos i pataðas.
061610|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1915.wav|spectrograms/061610.npy|linear_spectrograms/061610.npy|Cuando me encontré en la calle traté de reflexionar, para que la razón, enfriando mi sofocante ira, iluminara un poco mi entendimiento sobre aquel inesperado suceso;|kwando me enkontɾe en la kaʎe tɾate de ɾɾefleksjonaɾ, paɾa ke la ɾɾaθon, emfɾiando mi sofokante iɾa, iluminaɾa un poko mi entendimjɛnto soβɾe akel inespeɾaðo suθeso;
059238|spanish|spanish|spanish/bailen/bailen_2783.wav|spectrograms/059238.npy|linear_spectrograms/059238.npy|Yo temía ser visto de Amaranta; pero como esta y su tía habíanse adelantado y estaban ya arriba, me aventuré a seguir al diplomático, que subió detrás de todos con Inés,|ʝo temia ser bisto de amaɾanta; peɾo komo esta i su tia aβianse aðelantaðo i estaβan ʝa aɾɾiβa, me aβentuɾe a seɣiɾ al diplomatiko, ke suβjo detɾas de toðos kon ines,
054207|spanish|spanish|spanish/19demarzo/19demarzo_1025.wav|spectrograms/054207.npy|linear_spectrograms/054207.npy|me mortificaban a porfía. De todos los golpes y vejaciones que allí recibí, les aseguro a Ustedes que nada me dolía tanto como los pellizcos de doña Restituta,|me moɾtifikaβan a poɾfia. de toðos los ɡolpes i bexaθjones ke aʎi ɾɾeθiβi, les aseɣuɾo a usteðes ke naða me dolia tanto komo los peʎiθkos de doɲa ɾɾestituta,
053941|spanish|spanish|spanish/19demarzo/19demarzo_0759.wav|spectrograms/053941.npy|linear_spectrograms/053941.npy|Dios nos ayudará -continuó el cura-. Veamos ahora cómo salimos de Madrid.| -djos nos ajjuðaɾa -kontinwo el kuɾa. beamos aoɾa komo salimos de maðɾid.
056742|spanish|spanish|spanish/bailen/bailen_0287.wav|spectrograms/056742.npy|linear_spectrograms/056742.npy|pero sólo una quinta parte del regimiento ocupaba la parte culminante de la loma, mientras que todo lo demás se extendía en la vertiente posterior,|peɾo solo una kinta paɾte del ɾɾeximjɛnto okupaβa la paɾte kulminante de la loma, mjɛntɾas ke toðo lo demas se ekstendia en la beɾtjɛnte posteɾjoɾ,
058459|spanish|spanish|spanish/bailen/bailen_2004.wav|spectrograms/058459.npy|linear_spectrograms/058459.npy|Hijo mío, mucho te quiero. Tu muerte no sólo nos mataría de pena, sino que aniquilaría nuestra casa y linaje.| -ixo mio, mutʃo te kjeɾo. tu mweɾte no solo nos mataɾia de pena, sino ke anikilaɾia nwestɾa kasa i linaxe.
062658|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2963.wav|spectrograms/062658.npy|linear_spectrograms/062658.npy|que te batiste con seis generales franceses porque me habían mirado,|ke te batiste kon seɪs xeneɾales fɾanθeses poɾke me aβian miɾaðo,
059511|spanish|spanish|spanish/bailen/bailen_3056.wav|spectrograms/059511.npy|linear_spectrograms/059511.npy|y al punto olvidando la situación, nos hablamos con la confianza de aquellos tiempos en que de nuestras penas hacíamos una sola. ¡Ay, chiquilla!|i al punto olβiðando la sitwaθjon, nos aβlamos kon la komfjanθa de akeʎos tjempos en ke de nwestɾas penas aθiamos una sola. -¡aɪ, tʃikiʎa!
054077|spanish|spanish|spanish/19demarzo/19demarzo_0895.wav|spectrograms/054077.npy|linear_spectrograms/054077.npy|Valdemoro nos ve pasar por su augusto recinto, y la casa de Postas de Espartinas ofrece nuevo descanso a las perezosas mulas.|balðemoɾo nos be pasaɾ poɾ su aʊɣusto ɾɾeθinto, i la kasa de postas de espaɾtinas ofɾeθe nweβo deskanso a las peɾeθosas mulas.
060280|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0585.wav|spectrograms/060280.npy|linear_spectrograms/060280.npy|Me pareció que iba yo a morir en aquel mismo momento. Quise hablar y no pude.|me paɾeθjo ke iβa ʝo a moɾiɾ en akel mismo momɛnto. kise aβlaɾ i no puðe.
061094|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1399.wav|spectrograms/061094.npy|linear_spectrograms/061094.npy|Yo bien quisiera no encerraros en el calabozo, porque, en verdad, cuando le obsequian a uno de parte del Señora Cipérez. pero.| -ʝo bjen kisjeɾa no enθeɾɾaɾos en el kalaβoθo, poɾke, en beɾðad, kwando le oβsekjan a uno de paɾte del seɲoɾa θipeɾeθ... peɾo...
057924|spanish|spanish|spanish/bailen/bailen_1469.wav|spectrograms/057924.npy|linear_spectrograms/057924.npy|mientras yo volvía con una camilla, y al salir de la huerta, me regocijaba con la idea de participar a Inés que estabas vivo.|mjɛntɾas ʝo bolβia kon una kamiʎa, i al saliɾ de la weɾta, me ɾɾeɣoθixaβa kon la iðea de paɾtiθipaɾ a ines ke estaβas biβo.
057222|spanish|spanish|spanish/bailen/bailen_0767.wav|spectrograms/057222.npy|linear_spectrograms/057222.npy|bastante desprendidos siempre para gastar en la fábrica de los conventos|bastante despɾendiðos sjempɾe paɾa ɡastaɾ en la faβɾika de los kombɛntos
058573|spanish|spanish|spanish/bailen/bailen_2118.wav|spectrograms/058573.npy|linear_spectrograms/058573.npy|pues no se decía vamos a la guerra, sino a matar franceses.|pwes no se deθia bamos a la ɡeɾɾa, sino a mataɾ fɾanθeses.
057481|spanish|spanish|spanish/bailen/bailen_1026.wav|spectrograms/057481.npy|linear_spectrograms/057481.npy|por un buen rato se me pusieron ciertas telarañas ante los ojos, y mis oídos no percibían sino un vago zumbido.|poɾ un bwen ɾɾato se me pusjeɾon θjeɾtas telaɾaɲas ante los oxos, i mis oiðos no peɾθiβian sino un baɣo θumbiðo.
059979|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0284.wav|spectrograms/059979.npy|linear_spectrograms/059979.npy|Me parece que se marchan yadije advirtiendo cierto acrecentamiento de ruido que anunciaba la partida.| -me paɾeθe ke se maɾtʃan ʝa -dixe aðβiɾtjɛndo θjeɾto akɾeθentamjɛnto de ɾɾuiðo ke anunθjaβa la paɾtiða.
063687|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3992.wav|spectrograms/063687.npy|linear_spectrograms/063687.npy|a esta alma caritativa que me recogió sin duda del campo de batalla, que me ha curado y asistido. ¡Señora, señora mía!|a esta alma kaɾitatiβa ke me ɾɾekoxjo sin duða del kampo de bataʎa, ke me a kuɾaðo i asistiðo... ¡seɲoɾa, seɲoɾa mia!
055991|spanish|spanish|spanish/19demarzo/19demarzo_2809.wav|spectrograms/055991.npy|linear_spectrograms/055991.npy|Inés no arrojó a la calle ningún caldero de agua hirviendo, ni el pobre clérigo ha matado a ningún francés.|ines no aɾɾoxo a la kaʎe niŋɡun kalðeɾo de aɣwa iɾβjɛndo, ni el poβɾe kleɾiɣo a mataðo a niŋɡun fɾanθes.
064012|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4317.wav|spectrograms/064012.npy|linear_spectrograms/064012.npy|¿De modo que parte usted definitivamente para Inglaterra? dijo la condesa.| -¿de moðo ke paɾte usted definitiβamente paɾa iŋɡlateɾɾa? -dixo la kondesa.
062616|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2921.wav|spectrograms/062616.npy|linear_spectrograms/062616.npy|¡Caer en poder de estos verdugos con charreteras, cuando me creía libre para siempre y tocaba los resultados de mi obra de tantos años! porque sí,| ¡kaeɾ en poðeɾ de estos beɾðuɣos kon tʃaɾɾeteɾas, kwando me kɾeia liβɾe paɾa sjempɾe i tokaβa los ɾɾesultaðos de mi oβɾa de tantos aɲos!... poɾke si,
058426|spanish|spanish|spanish/bailen/bailen_1971.wav|spectrograms/058426.npy|linear_spectrograms/058426.npy|En cuanto al punto más difícil, la señora marquesa lo ha resuelto al fin de un modo ingenioso y seguro. La niña ha entrado al fin con pie derecho en la familia.|en kwanto al punto mas difiθil, la seɲoɾa maɾkesa lo a ɾɾeswelto al fin de un moðo iŋxenjoso i seɣuɾo. la niɲa a entɾaðo al fin kon pje deɾetʃo en la familja.
059975|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0280.wav|spectrograms/059975.npy|linear_spectrograms/059975.npy|fue el que en varios pueblos de la margen del Tajo condenó a muerte a más de sesenta personas. El mismo que viste y calzarepuso|fwe el ke en baɾjos pweβlos de la maɾxen del taxo kondeno a mweɾte a mas de sesɛnta peɾsonas. -el mismo ke biste i kalθa -ɾɾepuso
053840|spanish|spanish|spanish/19demarzo/19demarzo_0658.wav|spectrograms/053840.npy|linear_spectrograms/053840.npy|y al mismo tiempo el alma se me arrancaba en cuajarones al pensar enmi querida sobrinita, huérfana y abandonada. porque las tierras, Señor Don Celestino,|i al mismo tjempo el alma se me aɾɾankaβa en kwaxaɾones al pensaɾ ɛnmi keɾiða soβɾinita, weɾfana i aβandonaða... poɾke las tjeɾɾas, seɲoɾ don θelestino,
064018|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4323.wav|spectrograms/064018.npy|linear_spectrograms/064018.npy|Espero que mi álbum llame la atención. También llevará usted memoria de las tristes escenas de la guerradijo Amaranta con emoción.|espeɾo ke mi alβum ʎame la atenθjon. -tambjen ʎeβaɾa usted memoɾja de las tɾistes esθenas de la ɡeɾɾa -dixo amaɾanta kon emoθjon.
057069|spanish|spanish|spanish/bailen/bailen_0614.wav|spectrograms/057069.npy|linear_spectrograms/057069.npy|Penetraron impetuosamente los de la primera, acuchillando sin piedad; los caballos bramaban de furor, sintiéndose heridos a fuego y a hierro.|penetɾaɾon impetwosamente los de la pɾimeɾa, akutʃiʎando sin pjeðad; los kaβaʎos bɾamaβan de fuɾoɾ, sintjendose eɾiðos a fweɣo i a jeɾɾo.
064026|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4331.wav|spectrograms/064026.npy|linear_spectrograms/064026.npy|mas dominándose al instante, no sólo se atrevió a fijar en mí sus lindos ojos de cielo, sino que se rió y de muy buena gana, según parecía.|mas dominandose al instante, no solo se atɾeβjo a fixaɾ en mi sus lindos oxos de θjelo, sino ke se ɾɾio i de mujj bwena ɡana, seɣun paɾeθia.
056956|spanish|spanish|spanish/bailen/bailen_0501.wav|spectrograms/056956.npy|linear_spectrograms/056956.npy|¿Era pura bondad, era puro interés por la vida del semejante, aunque fuese enemigo,| ¿eɾa puɾa bondad, eɾa puɾo inteɾes poɾ la biða del semexante, aʊnke fwese enemiɣo,
053207|spanish|spanish|spanish/19demarzo/19demarzo_0025.wav|spectrograms/053207.npy|linear_spectrograms/053207.npy|y al mismo tiempo acaloraba la ira de otros, que parecían dispuestos a arrojarse sobre los artilleros; mas en aquel choque entre los fugitivos y los sorprendidos,|i al mismo tjempo akaloɾaβa la iɾa de otɾos, ke paɾeθian dispwestos a aɾɾoxaɾse soβɾe los aɾtiʎeɾos; mas en akel tʃoke ɛntɾe los fuxitiβos i los soɾpɾendiðos,
063055|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_3360.wav|spectrograms/063055.npy|linear_spectrograms/063055.npy|El duque y los de su comitiva echaron pie a tierra en la falda del cerro, dirigiendo sus miradas hacia Cavarrasa de Arriba.|el duke i los de su komitiβa etʃaɾon pje a tjeɾɾa en la falða del θeɾɾo, diɾixjɛndo sus miɾaðas aθja kaβaɾɾasa de aɾɾiβa.
060224|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0529.wav|spectrograms/060224.npy|linear_spectrograms/060224.npy|Gracias a ti, Señor, que te has dignado llevarme a tu seno. Ha llegado la hora de mi muerte.|ɡɾaθjas a ti, seɲoɾ, ke te as diɡnaðo ʎeβaɾme a tu seno. a ʎeɣaðo la oɾa de mi mweɾte .
060068|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0373.wav|spectrograms/060068.npy|linear_spectrograms/060068.npy|Sí señor. Yo creí que usted había pasado a mejor vida. Como desapareció. Entré en la Orden en Enero del año nuevo.| -si seɲoɾ. -ʝo kɾei ke usted aβia pasaðo a mexoɾ biða. komo desapaɾeθjo... -entɾe en la oɾðen en eneɾo del aɲo nweβo.
055848|spanish|spanish|spanish/19demarzo/19demarzo_2666.wav|spectrograms/055848.npy|linear_spectrograms/055848.npy|qué alfombras tan muelles!|ke alfombɾas tan mweʎes!
057985|spanish|spanish|spanish/bailen/bailen_1530.wav|spectrograms/057985.npy|linear_spectrograms/057985.npy|¡Ay! entonces las señoras tenían alma para ocuparse en fundir cañones. Cuando tal era el espíritu de las mujeres,| ¡aɪ!, entonθes las seɲoɾas tenian alma paɾa okupaɾse en fundiɾ kaɲones. kwando tal eɾa el espiɾitu de las muxeɾes,
054667|spanish|spanish|spanish/19demarzo/19demarzo_1485.wav|spectrograms/054667.npy|linear_spectrograms/054667.npy|Ponte frente al agujero de la llave para verte; ¡qué guapa estás! Adiós; me parece que ahí están tus simpáticos tíos.|ponte fɾɛnte al aɣuxeɾo de la ʎaβe paɾa beɾte; ¡ke ɡwapa estas! aðjos; me paɾeθe ke ai estan tus simpatikos tios.
055128|spanish|spanish|spanish/19demarzo/19demarzo_1946.wav|spectrograms/055128.npy|linear_spectrograms/055128.npy|Ella tiene las llaves de todo, y no sale nunca de casa, por miedo a que les roben;|eʎa tjene las ʎaβes de toðo, i no sale nunka de kasa, poɾ mjeðo a ke les ɾɾoβen;
055520|spanish|spanish|spanish/19demarzo/19demarzo_2338.wav|spectrograms/055520.npy|linear_spectrograms/055520.npy|Estuvo callada un rato, y después siguió diciendo: ¡Cómo no he de quererte! Tú me arrancarás del poder de estas dos fieras.|estuβo kaʎaða un ɾɾato, i despwes siɣjo diθjɛndo: ¡komo no e de keɾeɾte! tu me aɾɾankaɾas del poðeɾ de estas dos fjeɾas...
058246|spanish|spanish|spanish/bailen/bailen_1791.wav|spectrograms/058246.npy|linear_spectrograms/058246.npy|Asimismo ocupaban los cerros del lado opuesto con numerosa infantería y un regimiento de coraceros,|asimismo okupaβan los θeɾɾos del laðo opwesto kon numeɾosa imfanteɾia i un ɾɾeximjɛnto de koɾaθeɾos,
058096|spanish|spanish|spanish/bailen/bailen_1641.wav|spectrograms/058096.npy|linear_spectrograms/058096.npy|de esas que sin más naturaleza corporal que una cabeza y dos alas,|de esas ke sin mas natuɾaleθa koɾpoɾal ke una kaβeθa i dos alas,
062116|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2421.wav|spectrograms/062116.npy|linear_spectrograms/062116.npy|En París o en Burdeos publicaré mi Tratado de la libertad individual y mi traducción de Diderot. Buenas noches, señor Santorcaz, señores todos.|en paɾis o en buɾðeos puβlikaɾe mi tɾataðo de la liβeɾtad indiβiðwal i mi tɾaðukθjon de diðeɾot. -bwenas notʃes, seɲoɾ santoɾkaθ, seɲoɾes toðos.
056854|spanish|spanish|spanish/bailen/bailen_0399.wav|spectrograms/056854.npy|linear_spectrograms/056854.npy|Y sin esperar a que le rogasen, el mayorazguito de Rumblar, con sonsonete de escuela, voz agridulce y amanerados gestos|i sin espeɾaɾ a ke le ɾɾoɣasen, el majjoɾaθɣito de ɾɾumblaɾ, kon sonsonete de eskwela, boθ aɣɾiðulθe i amaneɾaðos xestos
057951|spanish|spanish|spanish/bailen/bailen_1496.wav|spectrograms/057951.npy|linear_spectrograms/057951.npy|podré alcanzar de Dios alguna misericordia? ¡Ay!|poðɾe alkanθaɾ de djos alɣuna miseɾikoɾðja? ¡aɪ!
059380|spanish|spanish|spanish/bailen/bailen_2925.wav|spectrograms/059380.npy|linear_spectrograms/059380.npy|que es divino.|ke es diβino.
057353|spanish|spanish|spanish/bailen/bailen_0898.wav|spectrograms/057353.npy|linear_spectrograms/057353.npy|fingíamos un movimiento hacia Linares; pero en cuanto cerró la noche, los insurgentes caminamos a marchas forzadas hacia Bailén.|fiŋxiamos un moβimjɛnto aθja linaɾes; peɾo en kwanto θeɾɾo la notʃe, los insuɾxɛntes kaminamos a maɾtʃas foɾθaðas aθja baɪlen.
060421|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0726.wav|spectrograms/060421.npy|linear_spectrograms/060421.npy|Al llegar arriba dejose caer en un sillón que en la primera estancia había y respiró con desahogo expansivo.|al ʎeɣaɾ aɾɾiβa dexose kaeɾ en un siʎon ke en la pɾimeɾa estanθja aβia i ɾɾespiɾo kon desaoɣo ekspansiβo.
061388|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_1693.wav|spectrograms/061388.npy|linear_spectrograms/061388.npy|Vi otras torres, los tejados, las calles, la majestuosa masa de las dos catedrales,|bi otɾas toɾɾes, los texaðos, las kaʎes, la maxestwosa masa de las dos kateðɾales,
062590|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2895.wav|spectrograms/062590.npy|linear_spectrograms/062590.npy|¡Qué sabes tú lo que es conducta, necio! Has oído hablar a los frailes y a Don Carlos España, y crees poseer toda la ciencia del mundo.| ¡ke saβes tu lo ke es kondukta, neθjo! as oiðo aβlaɾ a los fɾaɪles i a don kaɾlos espaɲa, i kɾees poseeɾ toða la θjɛnθja del mundo.
057005|spanish|spanish|spanish/bailen/bailen_0550.wav|spectrograms/057005.npy|linear_spectrograms/057005.npy|Creo que la mamá piensa dirigir una exposición a la Junta para que le den a Usted la faja de capitán general. Me iban a fusilar -continuó el rapaz-,|kɾeo ke la mama pjɛnsa diɾixiɾ una eksposiθjon a la xunta paɾa ke le den a usted la faxa de kapitan xeneɾal. -me iβan a fusilaɾ -kontinwo el ɾɾapaθ,
060464|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0769.wav|spectrograms/060464.npy|linear_spectrograms/060464.npy|¿Qué menjurgue has puesto aquí, maldito? exclamé amenazando al aturdido mozo. Señor, no he puesto nada,| -¿ke meŋxuɾɣe as pwesto aki, malðito? -eksklame amenaθando al atuɾðiðo moθo. -seɲoɾ, no e pwesto naða,
056638|spanish|spanish|spanish/bailen/bailen_0183.wav|spectrograms/056638.npy|linear_spectrograms/056638.npy|no pudo estar callado mucho tiempo, y hablópara poner en mayores cuidados a la señora de Rumblar.|no puðo estaɾ kaʎaðo mutʃo tjempo, i aβlopaɾa poneɾ en majjoɾes kwiðaðos a la seɲoɾa de ɾɾumblaɾ.
064262|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4567.wav|spectrograms/064262.npy|linear_spectrograms/064262.npy|Nadie sabrá nada, vida y corazón mío; nadie sabrá nada, nada. Cayó hacia atrás, estremeciéndose ligeramente,|naðje saβɾa naða, biða i koɾaθon mio; naðje saβɾa naða, naða... kajjo aθja atɾas, estɾemeθjendose lixeɾamente,
064218|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4523.wav|spectrograms/064218.npy|linear_spectrograms/064218.npy|Agraviados ellos como tú y tú como ellos,|aɣɾaβjaðos eʎos komo tu i tu komo eʎos,
064275|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_4580.wav|spectrograms/064275.npy|linear_spectrograms/064275.npy|La vida fue mi escuela, y la desgracia mi maestra. Todo lo aprendí y todo lo tuve. Si queréis que os diga algo más|la biða fwe mi eskwela, i la desɣɾaθja mi maestɾa. toðo lo apɾendi i toðo lo tuβe. si keɾeis ke os diɣa alɣo mas
062022|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_2327.wav|spectrograms/062022.npy|linear_spectrograms/062022.npy|Seguímosle, y nos llevó a una sala, compuesta con más decoro que la que dejábamos e iluminada por un velón de cuatro mecheros.|seɣimosle, i nos ʎeβo a una sala, kompwesta kon mas dekoɾo ke la ke dexaβamos e iluminaða poɾ un belon de kwatɾo metʃeɾos.
060197|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0502.wav|spectrograms/060197.npy|linear_spectrograms/060197.npy|Quiero unirme a ella en la vida, en la sepultura y en la eternidad, y así está sucediendo.|kjeɾo uniɾme a eʎa en la biða, en la sepultuɾa i en la eteɾniðad , i asi esta suθeðjɛndo.
058588|spanish|spanish|spanish/bailen/bailen_2133.wav|spectrograms/058588.npy|linear_spectrograms/058588.npy|Abriome la puerta un criado conocido, a quien rogué me llevase a presencia de mi antigua ama laseñora condesa.|aβɾiome la pweɾta un kɾiaðo konoθiðo, a kjen ɾɾoɣe me ʎeβase a pɾesɛnθja de mi antiɣwa ama laseɲoɾa kondesa.
060681|spanish|spanish|spanish/batalla_arapiles/batalla_arapiles_0986.wav|spectrograms/060681.npy|linear_spectrograms/060681.npy|que no alzaron la cabeza para mirarnos.|ke no alθaɾon la kaβeθa paɾa miɾaɾnos.
058894|spanish|spanish|spanish/bailen/bailen_2439.wav|spectrograms/058894.npy|linear_spectrograms/058894.npy|Yo que estaba en el diecisiete de línea, de la división de Vandamme, yacía en tierra gravemente herido en la cabeza.|ʝo ke estaβa en el djeθisjete de linea, de la diβisjon de bandamme, ʝaθia en tjeɾɾa ɡɾaβemente eɾiðo en la kaβeθa.
055929|spanish|spanish|spanish/19demarzo/19demarzo_2747.wav|spectrograms/055929.npy|linear_spectrograms/055929.npy|profundazozobra invadía los ánimos, y todos se dispersaban tratando de buscar noticias verídicas en fuentes autorizadas.|pɾofundaθoθoβɾa imbaðia los animos, i toðos se dispeɾsaβan tɾatando de buskaɾ notiθjas beɾiðikas en fwɛntes aʊtoɾiθaðas.
