023967|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1011.wav|spectrograms/023967.npy|linear_spectrograms/023967.npy|Weißt du, wo die Harfe liegt, die ich suche? Natürlich, antwortete ebenso rasch die Frau.|vaɪst duː, voː diː haɾfə liːkt, diː ɪç zuːxə? nɑːtyːɾlɪç , antvɔɾtətə eːbənzoː raʃ diː fraʊ.
028225|german|german|german/meisterfloh/meisterfloh_2642.wav|spectrograms/028225.npy|linear_spectrograms/028225.npy|und wartete nur auf einen günstigen Moment, sich loszuwickeln und der Schlange des Paradieses zu entfliehen. Aber,|ʊnt vaɾtətə nuːɾ aʊf aɪnən ɡynstɪɡən moːmɛnt, zɪç lɔstsuːvɪkəln ʊnt dɛɾ ʃlaŋə dɛs paradiːzəs tsuː ɛntfliːən. ɑːbɜ,
029382|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0717.wav|spectrograms/029382.npy|linear_spectrograms/029382.npy|wenn sie geschäftig hinund hertrippelte und das schönste Aehl herbeiholte, das sie für Elis aufbewahrt.|vɛn ziː ɡəʃɛftɪç hɪn ʊnt hɛɾtɾɪpəltə ʊnt das ʃøːnstə ɛhl hɛɾbaɪhɔltə, das ziː fyːɾ eːlɪs aʊfbəvɑːɾt.
026762|german|german|german/meisterfloh/meisterfloh_1179.wav|spectrograms/026762.npy|linear_spectrograms/026762.npy|und sich dem Engelsbilde zu Füßen zu werfen. Der geneigte Leser weiß bereits, was es mit den zauberischen Reizen,|ʊnt zɪç deːm ɛŋəlsbɪldə tsuː fyːsən tsuː vɛɾfən. dɛɾ ɡənaɪktə leːzɜ vaɪs bəraɪts, vas ɛs mɪt deːn tsaʊbərɪʃən raɪtsən,
028086|german|german|german/meisterfloh/meisterfloh_2503.wav|spectrograms/028086.npy|linear_spectrograms/028086.npy|Mietsmann in sein Haus aufgenommen, sondern auch erlaubt, daß der Hausstand durch junges, bisweilen etwas zu lebhaftes und zu|miːtsman ɪn zaɪn haʊs aʊfɡənɔmən, zɔndɜn aʊx ɛɾlaʊpt, das dɛɾ haʊsʃtant d??ç jʊŋəs, bɪsvaɪlən ɛtvɑːs tsuː leːphaftəs ʊnt tsuː
028543|german|german|german/meisterfloh/meisterfloh_2960.wav|spectrograms/028543.npy|linear_spectrograms/028543.npy|Der Thron stand in einem unabsehbaren Saal errichtet,|dɛɾ tɾoːn ʃtant ɪn aɪnəm ʊnapzeːbɑːrən zɑːl ɛɾrɪçtət,
025804|german|german|german/meisterfloh/meisterfloh_0221.wav|spectrograms/025804.npy|linear_spectrograms/025804.npy|mietweise abtrat. Dieser Mann schien ebenso menschenscheu wie Peregrinus. Grund genug, warum sich beide,|miːtvaɪzə aptɾɑːt. diːzɜ man ʃiːn eːbənzoː mɛnʃənʃɔø viː peːrɛɡɾiːnʊs. ɡɾʊnt ɡənuːk, vɑːrʊm zɪç baɪdə,
025666|german|german|german/meisterfloh/meisterfloh_0083.wav|spectrograms/025666.npy|linear_spectrograms/025666.npy|und sich ohne weiteres vereheliche, so sprachen dagegen wieder alte Hagestolze, daß Herr Peregrinus ganz recht tue, nicht zu heiraten,|ʊnt zɪç oːnə vaɪtərəs fɛɾeːəlɪçə, zoː ʃpɾɑːxən daɡeːɡən viːdɜ altə hɑɡɛstɔltsə, das hɛɾ peːrɛɡɾiːnʊs ɡants rɛçt tuːə, nɪçt tsuː haɪrɑːtən,
026301|german|german|german/meisterfloh/meisterfloh_0718.wav|spectrograms/026301.npy|linear_spectrograms/026301.npy|Die Schöne hatte den leichten, ungezwungenen Ton, der von der feinsten sozialen Bildung zeugt, ganz in ihrer Gewalt;|diː ʃøːnə hatə deːn laɪçtən, ʊnɡətsvʊŋənən toːn, dɛɾ fɔn dɛɾ faɪnstən zoːtsiːɑːlən bɪldʊŋ tsɔøkt, ɡants ɪn iːrɜ ɡəvalt;
024719|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1763.wav|spectrograms/024719.npy|linear_spectrograms/024719.npy|Dieses geschah in der zweiten Nacht. Aber in der dritten war es überhaupt nicht mehr zum Aushalten.|diːzəs ɡəʃɑː ɪn dɛɾ tsvaɪtən naxt. ɑːbɜ ɪn dɛɾ dɾɪtən vɑːɾ ɛs yːbɜhaʊpt nɪçt meːɾ tsʊm aʊshaltən.
024586|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1630.wav|spectrograms/024586.npy|linear_spectrograms/024586.npy|Das hatte Augen, so dunkel wie die mondleere Nacht, und hatte keinen Fischschweif, sondern zierliche Füße|das hatə aʊɡən, zoː dʊnkəl viː diː mɔndleːrə naxt, ʊnt hatə kaɪnən fɪʃʃvaɪf, zɔndɜn tsiːɾlɪçə fyːsə
026123|german|german|german/meisterfloh/meisterfloh_0540.wav|spectrograms/026123.npy|linear_spectrograms/026123.npy|welcher weiß, daß ich begraben liege in der alten Kirche zu Delft seit dem Jahre Eintausendsiebenhundertundfünfundzwanzig,|vɛlçɜ vaɪs, das ɪç bəɡɾɑːbən liːɡə ɪn dɛɾ altən kɪɾçə tsuː dɛlft zaɪt deːm jɑːrə aɪntaʊzəndziːbənhʊndɜtʊntfynfʊnttsvantsɪç,
023402|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0446.wav|spectrograms/023402.npy|linear_spectrograms/023402.npy|wenn er den Nachtregen über Karasaki regnen hörte. Diese Auserwählte war sein persönliches Geheimnis.|vɛn ɛɾ deːn naxtɾeːɡən yːbɜ kɑrazɑkiː rɛɡnən hœɾtə. diːzə aʊsɛɾvɛːltə vɑːɾ zaɪn pɛɾzøːnlɪçəs ɡəhaɪmnɪs.
029824|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1159.wav|spectrograms/029824.npy|linear_spectrograms/029824.npy|Es war, als verschlösse ihm eine unbekannte Macht mit Gewalt den Mund,|ɛs vɑːɾ, als fɛɾʃlœsə iːm aɪnə ʊnbəkantə maxt mɪt ɡəvalt deːn mʊnt,
025729|german|german|german/meisterfloh/meisterfloh_0146.wav|spectrograms/025729.npy|linear_spectrograms/025729.npy|und alles übrige spurlos bei sich vorübergehen ließ. Das, was sein Gemüt ansprach, war nun aber alles Wunderbare,|ʊnt aləs yːbɾɪɡə ʃp??loːs baɪ zɪç foːryːbɜɡeːən liːs. das, vas zaɪn ɡəmyːt anʃpɾɑːx, vɑːɾ nuːn ɑːbɜ aləs vʊndɜbɑːrə,
025955|german|german|german/meisterfloh/meisterfloh_0372.wav|spectrograms/025955.npy|linear_spectrograms/025955.npy|Herr Peregrinus entschlug sich mit aller Gewalt des Gedankens, wie es ja ganz unmöglich, daß die Dame, geputzt wie sie war, in|hɛɾ peːrɛɡɾiːnʊs ɛntʃluːk zɪç mɪt alɜ ɡəvalt dɛs ɡədankəns, viː ɛs jɑː ɡants ʊnmøːklɪç, das diː dɑːmə, ɡəpʊtst viː ziː vɑːɾ, ɪn
028962|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0297.wav|spectrograms/028962.npy|linear_spectrograms/028962.npy|wie ich meine psychologische Weisheit an dem ruhigen heitern Mann versuchen sollte. Endlich faßte ich mich zusammen und begann:|viː ɪç maɪnə psyːçoːloːɡɪʃə vaɪshaɪt an deːm ruːɪɡən haɪtɜn man fɛɾzuːxən zɔltə. ɛntlɪç fastə ɪç mɪç tsuːzamən ʊnt bəɡan:
030332|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1667.wav|spectrograms/030332.npy|linear_spectrograms/030332.npy|Die Kunst des Arztes scheiterte, denn nicht das dringendste, liebevollste Flehen des Grafen,|diː kʊnst dɛs aɾtstəs ʃaɪtɜtə, dɛn nɪçt das dɾɪŋəndstə, liːbeːfɔlstə fleːən dɛs ɡɾɑːfən,
023339|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0383.wav|spectrograms/023339.npy|linear_spectrograms/023339.npy|Die beiden Frauen wollten den Vogel unterwegs füttern, aber er fraß nicht.|diː baɪdən fraʊən vɔltən deːn foːɡəl ʊntɜvɛks fytɜn, ɑːbɜ ɛɾ frɑːs nɪçt.
029888|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1223.wav|spectrograms/029888.npy|linear_spectrograms/029888.npy|Die Musikanten stimmten ihre Instrumente und versuchten einen fröhlichen Hochzeitsmarsch.|diː muːziːkantən ʃtɪmtən iːrə ɪnstɾuːmɛntə ʊnt fɛɾzuːxtən aɪnən frøːlɪçən hoːxtsaɪtsmaɾʃ. 
029268|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0603.wav|spectrograms/029268.npy|linear_spectrograms/029268.npy|es geschah in mißmütiger Stimmung, die vorübergegangen.|ɛs ɡəʃɑː ɪn mɪsmyːtɪɡɜ ʃtɪmʊŋ, diː foːryːbɜɡəɡaŋən. 
023634|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0678.wav|spectrograms/023634.npy|linear_spectrograms/023634.npy|Es war, als lägen steinerne Berge in seinem Netz: der Strick rückte nicht von der Stelle.|ɛs vɑːɾ, als lɛːɡən ʃtaɪnɜnə bɛɾɡə ɪn zaɪnəm nɛts: dɛɾ ʃtɾɪk ryktə nɪçt fɔn dɛɾ ʃtɛlə.
025769|german|german|german/meisterfloh/meisterfloh_0186.wav|spectrograms/025769.npy|linear_spectrograms/025769.npy|in Kaffee nur nach Mittelsorte Frage, dagegen erhält sich der Melis angenehm,|ɪn kafeː nuːɾ nɑːx mɪtəlsɔɾtə frɑːɡə, daɡeːɡən ɛɾhɛlt zɪç dɛɾ meːlɪs anɡəneːm,
030041|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1376.wav|spectrograms/030041.npy|linear_spectrograms/030041.npy|aber als niemand auch nur das mindeste gewahrt, ruft der Obrist:|ɑːbɜ als niːmant aʊx nuːɾ das mɪndəstə ɡəvɑːɾt, rʊft dɛɾ ɔpɾɪst:
027111|german|german|german/meisterfloh/meisterfloh_1528.wav|spectrograms/027111.npy|linear_spectrograms/027111.npy|fragte Peregrinus ziemlich barsch, welche Sache hier unten ist's, die keinen Aufschub leidet? Sollten Sie, fuhr der Mann mit|frɑːktə peːrɛɡɾiːnʊs tsiːmlɪç baɾʃ, vɛlçə zaxə hiːɾ ʊntən ɪsts, diː kaɪnən aʊfʃuːp laɪdət? zɔltən ziː, fuːɾ dɛɾ man mɪt
023982|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1026.wav|spectrograms/023982.npy|linear_spectrograms/023982.npy|als die große Harfe, im Lande des ewigen Feuers liegen fanden, brachte man dorthin ein Reis jenes unerklärlichen Baumes,|als diː ɡɾoːsə haɾfə, ɪm landə dɛs eːvɪɡən fɔøɜs liːɡən fandən, bɾaxtə man dɔɾthɪn aɪn raɪs jeːnəs ʊnɛɾklɛːɾlɪçən baʊməs,
027018|german|german|german/meisterfloh/meisterfloh_1435.wav|spectrograms/027018.npy|linear_spectrograms/027018.npy|durchaus nicht aufgeben will und werde. Ich habe sie gefunden,|d??çaʊs nɪçt aʊfɡeːbən vɪl ʊnt vɛɾdə.  ɪç hɑːbə ziː ɡəfʊndən,
023651|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0695.wav|spectrograms/023651.npy|linear_spectrograms/023651.npy|als hätten sie alle dasselbe erlebt, denn alle waren bleich, und alle waren ernst. Alle Boote drängten nach den Ufern;|als hɛtən ziː alə daszɛlbə ɛɾleːpt, dɛn alə vɑːrən blaɪç, ʊnt alə vɑːrən ɛɾnst. alə boːtə dɾɛŋtən nɑːx deːn uːfɜn;
024615|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1659.wav|spectrograms/024615.npy|linear_spectrograms/024615.npy|Aber ein anderer Weiser, der den ersten überbieten wollte, warf sich vor der Königin nieder und rief:|ɑːbɜ aɪn andərɜ vaɪzɜ, dɛɾ deːn eːɾstən yːbɜbiːtən vɔltə, vaɾf zɪç fɔɾ dɛɾ køːnɪɡɪn niːdɜ ʊnt riːf:
027455|german|german|german/meisterfloh/meisterfloh_1872.wav|spectrograms/027455.npy|linear_spectrograms/027455.npy|und dabei entsetzlich gelärmt und getobt. Dann war es zwar stille geworden, ein|ʊnt dɑːbaɪ ɛntzɛtslɪç ɡəlɛɾmt ʊnt ɡətoːpt. dan vɑːɾ ɛs tsvɑːɾ ʃtɪlə ɡəvɔɾdən, aɪn
027480|german|german|german/meisterfloh/meisterfloh_1897.wav|spectrograms/027480.npy|linear_spectrograms/027480.npy|Da kam ich denn auch auf die Kirchweihe zu reden, als ich den Deutschen tanzte mit dem Sergeanten Häberpiep|dɑː kɑːm ɪç dɛn aʊx aʊf diː kɪɾçvaɪə tsuː reːdən, als ɪç deːn dɔøtʃən tantstə mɪt deːm zɛɾɡeːantən hɛːbɜpiːp
029597|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0932.wav|spectrograms/029597.npy|linear_spectrograms/029597.npy|glühende Röte im ganzen Gesicht, mit niedergesenktem Blick dastand - erstarrt - keines Wortes mächtig.|ɡlyːəndə røːtə ɪm ɡantsən ɡəzɪçt, mɪt niːdɜɡeːzɛŋktəm blɪk dastant  ɛɾʃtaɾt  kaɪnəs vɔɾtəs mɛçtɪç.
030245|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1580.wav|spectrograms/030245.npy|linear_spectrograms/030245.npy|Sowie die Baronesse den Namen nannte, jauchzte der Polizei-Sergeant, der die Patrouille führte, laut auf:|zoːviː diː bɑroːnɛsə deːn nɑːmən nantə, jaʊxtstə dɛɾ poːliːtsaɪ zɛɾɡeːant, dɛɾ diː patɾuːɪlə fyːɾtə, laʊt aʊf:
023074|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0118.wav|spectrograms/023074.npy|linear_spectrograms/023074.npy|Wie ein Häufchen Seide hob sie der ungeduldige Mann hoch und trug sie aus dem Hause, den Landungssteg entlang.|viː aɪn hɔøfçən zaɪdə hoːp ziː dɛɾ ʊnɡədʊldɪɡə man hoːx ʊnt tɾuːk ziː aʊs deːm haʊzə, deːn landʊŋsʃteːk ɛntlaŋ.
026705|german|german|german/meisterfloh/meisterfloh_1122.wav|spectrograms/026705.npy|linear_spectrograms/026705.npy|sie traue Herrn Swammers Worten mehr noch als ihren eignen Augen und glaube daher,|ziː tɾaʊə hɛɾn svamɜs vɔɾtən meːɾ nɔx als iːrən aɪɡnən aʊɡən ʊnt ɡlaʊbə dɑːhɛɾ,
026420|german|german|german/meisterfloh/meisterfloh_0837.wav|spectrograms/026420.npy|linear_spectrograms/026420.npy|Es war der Nachtwächter, der Georgen bemerkt hatte, wie er an das Fenster hinanklimmte, und nichts anders vermuten konnte,|ɛs vɑːɾ dɛɾ naxtvɛçtɜ, dɛɾ ɡeːɔɾɡən bəmɛɾkt hatə, viː ɛɾ an das fɛnstɜ hɪnanklɪmtə, ʊnt nɪçts andɜs fɛɾmuːtən kɔntə,
028936|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0271.wav|spectrograms/028936.npy|linear_spectrograms/028936.npy|Übrigens erklärte ihn aber jener Arzt für gänzlich unheilbar|yːbɾɪɡəns ɛɾklɛɾtə iːn ɑːbɜ jeːnɜ aɾtst fyːɾ ɡɛntslɪç ʊnhaɪlbɑːɾ
026268|german|german|german/meisterfloh/meisterfloh_0685.wav|spectrograms/026268.npy|linear_spectrograms/026268.npy|sich zur Nachtzeit in dem ärgsten Sturm und Regen auf den Straßen herumtreibt? Wenn er den Hausschlüssel vergessen,|zɪç tsuːɾ naxtsaɪt ɪn deːm ɛɾɡstən ʃt??m ʊnt reːɡən aʊf deːn ʃtɾɑːsən hɛrʊmtɾaɪpt?  vɛn ɛɾ deːn haʊsʃlysəl fɛɾɡɛsən,
028500|german|german|german/meisterfloh/meisterfloh_2917.wav|spectrograms/028500.npy|linear_spectrograms/028500.npy|welches weder das Präparat von Menschen, Swammerdamm genannt, noch der sich selbst in kleinlicher Mißgunst verzehrende Leuwenhoek besitzen konnte,|vɛlçəs veːdɜ das pɾɛːparɑːt fɔn mɛnʃən, svamɜdam ɡənant, nɔx dɛɾ zɪç zɛlpst ɪn klaɪnlɪçɜ mɪsɡʊnst fɛɾtseːrəndə lɔøvənhøːk bəzɪtsən kɔntə,
023356|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0400.wav|spectrograms/023356.npy|linear_spectrograms/023356.npy|Da bemerkte Hanake das kleine halbtote Nachtigallenmännchen im Käfig und dachte: Ich will dich fliegen lassen, kleiner Vogelmann.|dɑː bəmɛɾktə hɑnɑːkə das klaɪnə halptoːtə naxtɪɡalənmɛnçən ɪm kɛːfɪç ʊnt daxtə: ɪç vɪl dɪç fliːɡən lasən, klaɪnɜ foːɡəlman.
028248|german|german|german/meisterfloh/meisterfloh_2665.wav|spectrograms/028248.npy|linear_spectrograms/028248.npy|Sowie Peregrinus der holden Jungfrau ins Auge blickte, war es ihm, als habe er in schwerlastenden Banden gelegen,|zoːviː peːrɛɡɾiːnʊs dɛɾ hɔldən jʊŋfraʊ ɪns aʊɡə blɪktə, vɑːɾ ɛs iːm, als hɑːbə ɛɾ ɪn ʃveːɾlastəndən bandən ɡəleːɡən,
023675|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0719.wav|spectrograms/023675.npy|linear_spectrograms/023675.npy|Er tat, als wolle er aussteigen, aber als sein Vater fortsah, griff er nach den Rudern in dem Boote seines Vaters,|ɛɾ tɑːt, als vɔlə ɛɾ aʊsʃtaɪɡən, ɑːbɜ als zaɪn fɑːtɜ fɔɾtzɑː, ɡɾɪf ɛɾ nɑːx deːn ruːdɜn ɪn deːm boːtə zaɪnəs fɑːtɜs,
025474|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2518.wav|spectrograms/025474.npy|linear_spectrograms/025474.npy|Okuro war mir lieber, als er, allein, eine Kuriosität in Europa war.|oːkuːroː vɑːɾ miːɾ liːbɜ, als ɛɾ, alaɪn, aɪnə kuːrɪoːziːtɛːt ɪn ɔøroːpɑː vɑːɾ.
025997|german|german|german/meisterfloh/meisterfloh_0414.wav|spectrograms/025997.npy|linear_spectrograms/025997.npy|Prinzessin! die findet man beim armen Buchbinder in der Kalbächer Gasse,|pɾɪntsɛsiːn! diː fɪndət man baɪm aɾmən bʊxbɪndɜ ɪn dɛɾ kalbɛçɜ ɡasə,
029534|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0869.wav|spectrograms/029534.npy|linear_spectrograms/029534.npy|zwischen wunderlichem Gestein in häßlichen Verschlingungen hin und her wälzten,|tsvɪʃən vʊndɜlɪçəm ɡəʃtaɪn ɪn hɛːslɪçən fɛɾʃlɪŋʊŋən hɪn ʊnt heːɾ vɛltstən,
024699|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1743.wav|spectrograms/024699.npy|linear_spectrograms/024699.npy|erschrak so sehr, als sie sich im Handspiegel sah und ihr Kopf ihr kahlrasiert entgegenglänzte,|ɛɾʃrɑːk zoː zeːɾ, als ziː zɪç ɪm hantʃpiːɡəl zɑː ʊnt iːɾ kɔpf iːɾ kɑːlraziːɾt ɛntɡeːɡənɡlɛntstə,
027493|german|german|german/meisterfloh/meisterfloh_1910.wav|spectrograms/027493.npy|linear_spectrograms/027493.npy|Peregrinus mahnte sie mit finstrem Gesicht daran, daß sein Zimmer eben nicht der Ort sei, wo sie mit ihm Narrenspossen treiben dürfe.|peːrɛɡɾiːnʊs mɑːntə ziː mɪt fɪnstɾəm ɡəzɪçt dɑːran, das zaɪn tsɪmɜ eːbən nɪçt dɛɾ ɔɾt zaɪ, voː ziː mɪt iːm narənspɔsən tɾaɪbən dyɾfə.
023447|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0491.wav|spectrograms/023447.npy|linear_spectrograms/023447.npy|Es war das Haus eines Samurai, eines reichen Adeligen aus der Kriegerkaste.|ɛs vɑːɾ das haʊs aɪnəs zɑmuːraɪ, aɪnəs raɪçən ɑdəlɪɡən aʊs dɛɾ kɾiːɡɜkastə.
024183|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1227.wav|spectrograms/024183.npy|linear_spectrograms/024183.npy|Ich gestehe dir dieses alles heute ein, weil du mir hundertmal versichertest, daß du mich mehr als Amagata liebtest.|ɪç ɡəʃteːə diːɾ diːzəs aləs hɔøtə aɪn, vaɪl duː miːɾ hʊndɜtmɑːl fɛɾzɪçɜtəst, das duː mɪç meːɾ als ɑmaɡɑtɑː liːptəst.
029149|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0484.wav|spectrograms/029149.npy|linear_spectrograms/029149.npy|und ich möchte beinahe wünschen, jenes phantastische Buch, das indessen doch als Warnungszeichen den Teufel an der Stirn trägt,|ʊnt ɪç mœçtə baɪnɑːə vynʃən, jeːnəs fantastɪʃə buːx, das ɪndɛsən dɔx als vaɾnʊŋstsaɪçən deːn tɔøfəl an dɛɾ ʃtɪɾn tɾɛːkt,
023223|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0267.wav|spectrograms/023223.npy|linear_spectrograms/023223.npy|Gerüchte, daß ein kaiserlicher Prinz sich nach Hanake umsähe, hatten sich bei den Freunden verbreitet; aber niemand wußte Genaues,|ɡəryçtə, das aɪn kaɪzɜlɪçɜ pɾɪnts zɪç nɑːx hɑnɑːkə ʊmzɛːə, hatən zɪç baɪ deːn frɔøndən fɛɾbɾaɪtət; ɑːbɜ niːmant vʊstə ɡənaʊəs,
028232|german|german|german/meisterfloh/meisterfloh_2649.wav|spectrograms/028232.npy|linear_spectrograms/028232.npy|doch ganz ausgelassen freudig gebärdete sich Meister Floh, der in Peregrinus' Halsbinde unaufhörlich kicherte und lachte|dɔx ɡants aʊsɡəlasən frɔødɪç ɡəbɛɾdətə zɪç maɪstɜ floː, dɛɾ ɪn peːrɛɡɾiːnʊs halsbɪndə ʊnaʊfhøːɾlɪç kɪçɜtə ʊnt laxtə
029012|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_0347.wav|spectrograms/029012.npy|linear_spectrograms/029012.npy|das heißt mit den Waffen der Vernunft. Es ist vom Wahnsinn die Rede, leidet einer von uns an dieser bösen Krankheit,|das haɪst mɪt deːn vafən dɛɾ fɛɾnʊnft. ɛs ɪst fɔm vɑːnzɪn diː reːdə, laɪdət aɪnɜ fɔn ʊns an diːzɜ bøːzən kɾaŋkhaɪt,
028470|german|german|german/meisterfloh/meisterfloh_2887.wav|spectrograms/028470.npy|linear_spectrograms/028470.npy|und im ungerechtesten Zorn, in wahnsinniger Betörtheit stoß' ich auch den wahren Freund der Brust,|ʊnt ɪm ʊnɡərɛçtəstən tsɔɾn, ɪn vɑːnzɪnɪɡɜ bətœɾtaɪt ʃtoːs ɪç aʊx deːn vɑːrən frɔønt dɛɾ bɾʊst,
025802|german|german|german/meisterfloh/meisterfloh_0219.wav|spectrograms/025802.npy|linear_spectrograms/025802.npy|anfangs angedeutet. Zurückgezogen von aller Gesellschaft, lebte er mit seiner alten Aufwärterin in dem großen geräumigen Hause,|anfaŋs anɡədɔøtət. tsuːrykɡətsoːɡən fɔn alɜ ɡəzɛlʃaft, leːptə ɛɾ mɪt zaɪnɜ altən aʊfvɛɾtərɪn ɪn deːm ɡɾoːsən ɡərɔømɪɡən haʊzə,
025475|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_2519.wav|spectrograms/025475.npy|linear_spectrograms/025475.npy|Aber jetzt ging er heute vor mir unter in der Flut der gelben Gesichter, als wäre er im Chinesischen Meer ertrunken.|ɑːbɜ jɛtst ɡɪŋ ɛɾ hɔøtə fɔɾ miːɾ ʊntɜ ɪn dɛɾ fluːt dɛɾ ɡɛlbən ɡəzɪçtɜ, als vɛːrə ɛɾ ɪm çiːneːzɪʃən meːɾ ɛɾtɾʊŋkən.
029790|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1125.wav|spectrograms/029790.npy|linear_spectrograms/029790.npy|Mußte ich nicht längst gewahren, daß auch Ulla dich liebte recht aus dem tiefsten Herzensgrunde?|mʊstə ɪç nɪçt lɛŋst ɡəvɑːrən, das aʊx ʊlɑː dɪç liːptə rɛçt aʊs deːm tiːfstən hɛɾtsənsɡɾʊndə?
029756|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1091.wav|spectrograms/029756.npy|linear_spectrograms/029756.npy|keine Tränen. In wilder Verzweiflung rannte er aus dem Hause fort - fort - bis zur großen Pinge.|kaɪnə tɾɛːnən.  ɪn vɪldɜ fɛɾtsvaɪflʊŋ rantə ɛɾ aʊs deːm haʊzə fɔɾt  fɔɾt  bɪs tsuːɾ ɡɾoːsən pɪŋə.
024089|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1133.wav|spectrograms/024089.npy|linear_spectrograms/024089.npy|Eines Tages beurlaubte sich dieser Mann, welcher Omiya hieß, und sagte, er wolle sich ein Mädchen zur Frau aus Amazu holen.|aɪnəs tɑːɡəs bəuːɾlaʊptə zɪç diːzɜ man, vɛlçɜ oːmiːjɑː hiːs, ʊnt zɑːɡtə, ɛɾ vɔlə zɪç aɪn mɛːdçən tsuːɾ fraʊ aʊs ɑmatsuː hoːlən.
025744|german|german|german/meisterfloh/meisterfloh_0161.wav|spectrograms/025744.npy|linear_spectrograms/025744.npy|ohne krampfhaft zu erbeben, indem er versicherte,|oːnə kɾampfhaft tsuː ɛɾbeːbən, ɪndeːm ɛɾ fɛɾzɪçɜtə,
028615|german|german|german/meisterfloh/meisterfloh_3032.wav|spectrograms/028615.npy|linear_spectrograms/028615.npy|und gleißende Paradiesvögel schwangen sich durch den Saal, und süße Melodien strömten aus den dunklen Büschen,|ʊnt ɡlaɪsəndə paradiːsvøːɡəl ʃvaŋən zɪç d??ç deːn zɑːl, ʊnt zyːsə meːloːdɪən ʃtɾœmtən aʊs deːn dʊŋklən byʃən,
023747|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_0791.wav|spectrograms/023747.npy|linear_spectrograms/023747.npy|Erst mußten sie wandern, und dann konnten sie die Eisenbahn nach Tokio benützen.|eːɾst mʊstən ziː vandɜn, ʊnt dan kɔntən ziː diː aɪzənbɑːn nɑːx toːkɪoː bənytsən.
024942|german|german|german/achtgesichterambiwasse/achtgesichterambiwasse_1986.wav|spectrograms/024942.npy|linear_spectrograms/024942.npy|Im Wald bei den rotbraunen senkrechten Zedernstämmen stehen, dichtgedrängt wie Grabdenkmäler in einem Kirchhof,|ɪm valt baɪ deːn rɔtbɾaʊnən zɛŋkɾɛçtən tseːdɛɾnʃtɛmən ʃteːən, dɪçtɡɛdɾɛŋt viː ɡɾabdənkmɛːlɜ ɪn aɪnəm kɪɾçhoːf,
026194|german|german|german/meisterfloh/meisterfloh_0611.wav|spectrograms/026194.npy|linear_spectrograms/026194.npy|Ich überzeugte mich bald von der vollkommenen Richtigkeit der Beobachtung meines Kollegen|ɪç yːbɜtsɔøktə mɪç balt fɔn dɛɾ fɔlkɔmənən rɪçtɪçkaɪt dɛɾ bəoːbaxtʊŋ maɪnəs kɔleːɡən
026647|german|german|german/meisterfloh/meisterfloh_1064.wav|spectrograms/026647.npy|linear_spectrograms/026647.npy|Ein kleines Kind, das sich irgendeiner Unart bewußt, kann sich nicht so vor der Rute der Mutter fürchten,|aɪn klaɪnəs kɪnt, das zɪç ɪɾɡəndaɪnɜ ʊnɑːɾt bəvʊst, kan zɪç nɪçt zoː fɔɾ dɛɾ ruːtə dɛɾ mʊtɜ fyɾçtən,
029854|german|german|german/serapionsbruederauswahl/serapionsbruederauswahl_1189.wav|spectrograms/029854.npy|linear_spectrograms/029854.npy|dem armen Jungen hat's der böse Torbern angetan!|deːm aɾmən jʊŋən hɑːts dɛɾ bøːzə tɔɾbɜn anɡətɑːn! 
